id,y
10000,-66.00242349023134
10001,451.4065044011551
10002,-461.67641706029906
10003,40.501208753723176
10004,-126.74472245403696
10005,-342.534551819251
10006,-396.5555421135891
10007,335.54127907908736
10008,-99.51242087062354
10009,304.81253980627594
10010,68.89453048978548
10011,412.36919545590683
10012,54.942371024767986
10013,-17.00555075477972
10014,-597.8499575722615
10015,443.50228878641497
10016,144.77448697804334
10017,-57.411163672536574
10018,134.38782757746043
10019,-108.9837759891086
10020,153.8248284250668
10021,611.7359836022024
10022,588.3896503384219
10023,-131.0167999580198
10024,-61.1356211412296
10025,-374.24849531697276
10026,74.15799307965389
10027,137.43837873610443
10028,420.0866117967905
10029,196.76562571344283
10030,268.44284980053135
10031,638.4749102511089
10032,127.37873138691978
10033,1.3491187583999604
10034,22.710453177407985
10035,342.2395345225648
10036,307.7039669741719
10037,348.1382087009398
10038,-168.65286130735424
10039,-20.221130904617056
10040,-551.7499275731116
10041,-429.9718040667402
10042,261.8919587067439
10043,389.82042612922123
10044,-96.1656222735656
10045,-210.71080125632426
10046,278.8818687840112
10047,-427.45330103104925
10048,-172.90325291756722
10049,467.26437835578565
10050,-631.558735587439
10051,-355.53165933817877
10052,143.1732755386038
10053,69.19920259894215
10054,275.5882739767254
10055,-263.18861220410224
10056,167.49830723241246
10057,104.5778958901425
10058,230.07008661007544
10059,20.988026644576507
10060,-4.822581262501252
10061,-201.92294081063739
10062,560.0639265657701
10063,55.28847625244903
10064,671.3015746918348
10065,-493.7487382852286
10066,-279.35303673259205
10067,-53.71252761314801
10068,379.69819550097554
10069,315.0714108579815
10070,169.13001732614316
10071,-271.59930326901133
10072,783.8022226750343
10073,44.57731151554853
10074,57.4067800545773
10075,-161.07827414306814
10076,-220.66957847885726
10077,223.24129442929177
10078,352.66559554375425
10079,13.16329136626564
10080,-461.99414698573037
10081,305.3721466914235
10082,-230.59656173861129
10083,359.0744432425439
10084,-430.2605633759214
10085,-115.54882205546198
10086,-88.9600638786736
10087,-488.290189808042
10088,-139.350338547135
10089,57.33880810852693
10090,-190.33624272166415
10091,-6.5080929148245446
10092,189.29107774701848
10093,346.60367818565527
10094,871.6273206485897
10095,-147.01353738653853
10096,443.48993777942974
10097,-30.498432974436994
10098,185.46345753445925
10099,-119.917171517328
10100,43.57523800180739
10101,58.31857155224421
10102,-197.15246829839748
10103,-70.47160678841206
10104,-342.8460532886677
10105,-29.233589873716994
10106,49.522929296103456
10107,-16.24614413791332
10108,33.775069261606745
10109,-68.88307748324132
10110,25.86339949369681
10111,-617.3142842716959
10112,-185.90441301194875
10113,323.7831061093864
10114,-35.66219572212798
10115,-733.5297711613839
10116,-240.738562647361
10117,-381.97314662424884
10118,75.3199446216949
10119,36.61032645911773
10120,-28.75627022502323
10121,-481.160627968588
10122,408.85023042298855
10123,-765.0217471991635
10124,178.07269651637046
10125,-7.649879385673163
10126,134.79684623375945
10127,-477.45851421287034
10128,-248.70625301323605
10129,-361.8846572238638
10130,-18.75561174855396
10131,7.795604374434703
10132,-109.10598972538368
10133,-63.07374524219436
10134,591.8231837349157
10135,259.61263369662777
10136,-279.8658320087675
10137,93.22535940051841
10138,-427.28731541913504
10139,84.3865663308982
10140,-311.54463064415563
10141,11.41926861256158
10142,-297.83146842358497
10143,-331.9289709686433
10144,656.0132305257306
10145,-476.6626813650539
10146,361.1940451337746
10147,-150.18526861192282
10148,299.94671902432384
10149,-191.72143219270794
10150,151.94999511611985
10151,-64.67275781576399
10152,351.2448616306335
10153,-370.63644575627256
10154,349.2249817861109
10155,273.52460961680146
10156,783.1971843196876
10157,-124.23788973574031
10158,-155.2200443299082
10159,-506.9556493864101
10160,201.69321238561545
10161,-415.17405715963633
10162,-348.1651051695644
10163,-201.95224108680975
10164,-658.9504470533369
10165,179.34640168171526
10166,124.06925816168734
10167,-209.15025355201755
10168,213.70513477400578
10169,-82.1172102380894
10170,-97.11026989726875
10171,124.26800574648054
10172,50.28991565714294
10173,538.743959281337
10174,630.017534554337
10175,217.25927782654435
10176,-491.7337413267078
10177,-131.14175113883266
10178,362.3930224172948
10179,-14.363038055408204
10180,-30.26175736167616
10181,-107.32358076729918
10182,-334.0625929296719
10183,299.5063996464329
10184,-103.47221484505363
10185,179.82049946719428
10186,122.200708879007
10187,86.58037161690623
10188,386.4825605669921
10189,-613.3611745045826
10190,-269.81638738346294
10191,260.731451262286
10192,-44.62016128042748
10193,-159.15717576416844
10194,-145.2455987935752
10195,447.2282148760015
10196,476.3569859695946
10197,121.7942134532725
10198,-1.5356790561063605
10199,410.74409653878115
10200,90.82809979964742
10201,150.07336956845103
10202,24.033652961546768
10203,273.8866340536308
10204,-154.529260380251
10205,42.58890150706581
10206,617.3417063168563
10207,38.93936076142978
10208,-91.43610119490405
10209,225.35327477391147
10210,151.05827577085677
10211,-86.9166477364601
10212,-101.71788958007309
10213,161.9377650260549
10214,357.8704141035456
10215,32.145978186554345
10216,-379.1453992002922
10217,-165.9421322236717
10218,257.45392169454107
10219,-124.83850779184111
10220,47.08451472299191
10221,-67.0506513898019
10222,287.1733441341636
10223,836.2674277701627
10224,-78.7332926020564
10225,-293.00922915219394
10226,284.9163264622559
10227,377.9514320082278
10228,-473.9426195897229
10229,-538.809454976604
10230,-372.9047504031866
10231,-83.37700889968733
10232,157.46205951911304
10233,167.50291456151024
10234,-105.69040574319654
10235,561.1616879176283
10236,-149.3553189574679
10237,196.96680512352222
10238,-33.81991172757952
10239,5.199419882337278
10240,-121.70842296063238
10241,53.47357981737849
10242,531.2918938411249
10243,-157.6026225893759
10244,-183.77196239261252
10245,643.8322464256624
10246,17.780306010129337
10247,-92.07939719460296
10248,485.4931646050747
10249,-221.23657860793926
10250,490.6065050484614
10251,-43.677159154250546
10252,139.9332298711763
10253,207.50447442761092
10254,17.09264702436053
10255,-396.4720331605295
10256,-168.30166761529156
